Video Name	Timeline	Head Position. x	Head Position. y	Head Position. z	Head Rotation. x	Head Rotation. y	Head Rotation. z	Controller Right Position. x	Controller Right Position. y	Controller Right Position. z	Controller Right Rotation. x	Controller Right Rotation. y	Controller Right Rotation. z	Controller Left Position. x	Controller Left Position. y	Controller Left Position. z	Controller Left Rotation. x	Controller Left Rotation. y	Controller Left Rotation. z	Eye. x	Eye. y	Eye. z	Eye Left Blinking	Eye Right Blinking	Combine Eye Gaze Point. x	Combine Eye Gaze Point. y	Combine Eye Gaze Point. z	Combine Eye Gaze Vector. x	Combine Eye Gaze Vector. y	Combine Eye Gaze Vector. z	Left Eye Pose Status	Right Eye Pose Status	Left Eye Position Guide. x	Left Eye Position Guide. y	Left Eye Position Guide. z	Right Eye Position Guide. x	Right Eye Position Guide. y	Right Eye Position Guide. z	Foveated Gaze Direction. x	Foveated Gaze Direction. y	Foveated Gaze Direction. z	Foveated Gaze Tracking State
Boxe_EPreN4_2D_Testing_N1_S8_D	2.939998	0.2824	1.5895	-0.3785	6.8744	358.02	356.6915	0.3035	0.6808	-0.3902	63.2847	358.106	355.1453	0.1741	0.722	-0.389	54.1628	356.8541	292.7394	-0.1688	0.3852	1.9783	True	True	0.0038	-0.0005	0.0234	-0.0856	0.1921	0.9776	52	52	0.5864	0.4877	0	0.5864	0.4877	0	-0.0841	0.1927	-0.9777	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.959998	0.2828	1.5896	-0.3784	6.8585	358.0076	356.6782	0.3035	0.6793	-0.3895	63.2423	358.0066	355.0894	0.1742	0.7232	-0.3889	54.1577	356.7984	292.7303	-0.1667	0.3845	1.9786	True	True	0.004	-0.0005	0.0234	-0.0839	0.192	0.9778	52	52	0.5868	0.4877	0	0.5868	0.4877	0	-0.0823	0.1926	-0.9778	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.979998	0.283	1.5896	-0.3784	6.8448	358.0246	356.6723	0.3035	0.6789	-0.3892	63.2086	357.9906	355.0598	0.1743	0.7238	-0.3888	54.1771	356.7695	292.7253	-0.1655	0.3836	1.9788	True	True	0.004	-0.0005	0.0234	-0.0839	0.1914	0.9779	52	52	0.5869	0.4879	0	0.5869	0.4879	0	-0.0823	0.192	-0.9779	0
Boxe_EPreN4_2D_Testing_N1_S8_D	2.999998	0.2834	1.5895	-0.3783	6.8519	358.065	356.6259	0.3036	0.6802	-0.3889	63.1688	357.9202	355.0084	0.1743	0.7236	-0.3887	54.1987	356.7404	292.7015	-0.1652	0.3815	1.9793	True	True	0.0042	-0.0005	0.0234	-0.0845	0.1895	0.9782	52	52	0.5869	0.4885	0	0.5869	0.4885	0	-0.0828	0.19	-0.9783	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.019998	0.2837	1.5896	-0.3783	6.8655	358.0803	356.6224	0.3036	0.6809	-0.3888	63.129	357.9017	354.9766	0.1744	0.7235	-0.3886	54.2078	356.7007	292.6625	-0.1652	0.3798	1.9796	True	True	0.0042	-0.0005	0.0234	-0.0847	0.189	0.9783	52	52	0.5869	0.4887	0	0.5869	0.4887	0	-0.083	0.1896	-0.9783	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.039998	0.2841	1.5895	-0.3783	6.8931	358.1152	356.5876	0.3037	0.6819	-0.3886	63.0953	357.8827	354.9522	0.1745	0.7232	-0.3885	54.2176	356.7478	292.5948	-0.1643	0.3787	1.9799	True	True	0.0041	-0.0005	0.0234	-0.0836	0.1887	0.9785	52	52	0.587	0.4888	0	0.587	0.4888	0	-0.0819	0.1893	-0.9785	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.059998	0.2844	1.5895	-0.3783	6.8996	358.1365	356.5692	0.3038	0.6821	-0.3885	63.0861	357.8532	354.9224	0.1745	0.7228	-0.3885	54.2138	356.7648	292.5765	-0.1639	0.3783	1.98	True	True	0.004	-0.0005	0.0234	-0.0837	0.1892	0.9784	52	52	0.5869	0.4888	0	0.5869	0.4888	0	-0.0821	0.1897	-0.9784	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.079998	0.2847	1.5894	-0.3783	6.9238	358.1654	356.5464	0.304	0.6819	-0.3884	63.0889	357.8405	354.9043	0.1746	0.7226	-0.3885	54.2211	356.7945	292.5504	-0.1636	0.3781	1.9801	True	True	0.0039	-0.0005	0.0234	-0.0836	0.1891	0.9784	52	52	0.5869	0.4888	0	0.5869	0.4888	0	-0.082	0.1897	-0.9784	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.099998	0.2853	1.5893	-0.3783	6.9527	358.2175	356.519	0.3042	0.6812	-0.3885	63.1036	357.8252	354.8534	0.1746	0.722	-0.3884	54.2075	356.843	292.5063	-0.1645	0.3775	1.9801	True	True	0.0035	-0.0005	0.0234	-0.0846	0.1885	0.9784	52	52	0.5869	0.4889	0	0.5869	0.4889	0	-0.0832	0.1891	-0.9784	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.119998	0.2857	1.5893	-0.3783	6.9559	358.249	356.5138	0.3044	0.6808	-0.3887	63.117	357.8288	354.828	0.1747	0.7217	-0.3883	54.2161	356.8236	292.487	-0.1662	0.3767	1.9801	True	True	0.0035	-0.0005	0.0234	-0.0861	0.1881	0.9784	52	52	0.5866	0.489	0	0.5866	0.489	0	-0.0848	0.1886	-0.9784	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.139998	0.2869	1.5889	-0.3784	6.9378	358.3212	356.4218	0.3045	0.6811	-0.3891	63.1404	357.6898	354.6983	0.1749	0.7223	-0.3882	54.2297	356.7688	292.4612	-0.1665	0.3762	1.9802	True	True	0.0036	-0.0005	0.0234	-0.0852	0.1879	0.9785	52	52	0.5869	0.489	0	0.5869	0.489	0	-0.0838	0.1885	-0.9785	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.159998	0.288	1.5884	-0.3787	6.9873	358.3917	356.1657	0.3047	0.681	-0.3893	63.1526	357.6689	354.6423	0.175	0.7227	-0.3882	54.2211	356.748	292.446	-0.1707	0.3822	1.9786	True	True	0.004	-0.0005	0.0234	-0.0903	0.1956	0.9765	52	52	0.5871	0.4889	0	0.5871	0.4889	0	-0.0887	0.1961	-0.9766	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.179998	0.2913	1.5875	-0.3792	7.3874	358.6231	355.3415	0.3053	0.6806	-0.3899	63.2031	357.626	354.4706	0.1757	0.7234	-0.3884	54.2234	356.7762	292.1812	-0.1675	0.382	1.9789	True	True	0.004	-0.0006	0.0233	-0.0835	0.1911	0.978	52	52	0.5904	0.4895	0	0.5904	0.4895	0	-0.0819	0.1916	-0.978	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.199998	0.2941	1.5861	-0.3794	7.5235	358.7663	354.6858	0.3057	0.6805	-0.39	63.231	357.4663	354.1493	0.1761	0.723	-0.3882	54.249	357.2056	292.1551	-0.1826	0.3856	1.9768	True	True	0.0034	-0.0005	0.0233	-0.1028	0.1956	0.9753	52	52	0.5888	0.4877	0	0.5888	0.4877	0	-0.1015	0.1962	-0.9753	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.219998	0.303	1.58	-0.3793	7.9309	359.1137	352.936	0.3072	0.6788	-0.3886	63.3116	357.0601	352.8751	0.1774	0.7245	-0.3864	53.9246	358.742	291.4892	-0.181	0.3908	1.976	True	True	0.0039	-0.0007	0.0233	-0.0914	0.1993	0.9757	52	52	0.5926	0.4921	0	0.5926	0.4921	0	-0.0899	0.1998	-0.9757	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.239998	0.3098	1.5755	-0.3782	8.1017	359.4247	352.1452	0.308	0.6765	-0.3864	63.1056	356.6696	351.722	0.1783	0.7265	-0.3843	53.3704	0.7462	291.2582	-0.1867	0.3855	1.9764	True	True	0.0032	-0.0009	0.0233	-0.0988	0.1894	0.9769	52	52	0.5965	0.5	0	0.5965	0.5	0	-0.0976	0.1898	-0.977	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.259998	0.3179	1.5699	-0.3762	7.9339	359.8739	351.6472	0.3085	0.6729	-0.383	62.6087	355.7924	349.6445	0.1794	0.7293	-0.3812	52.5556	3.4829	291.715	-0.205	0.3839	1.9751	True	True	-0.005	-0.001	0.0229	-0.1112	0.1913	0.9752	52	52	0.598	0.5074	0	0.598	0.5074	0	-0.114	0.1915	-0.9749	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.279998	0.3378	1.5512	-0.3706	6.6934	1.1302	350.0087	0.3091	0.6624	-0.3719	60.9594	352.4153	344.882	0.1833	0.7359	-0.3733	50.4969	7.789	292.2199	-0.2573	0.3883	1.9695	True	True	-0.0241	-0.0013	0.0223	-0.1434	0.198	0.9697	52	52	0.597	0.5209	0	0.597	0.5209	0	-0.1552	0.1977	-0.9679	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.299998	0.3504	1.536	-0.3673	6.0662	2.0868	348.3308	0.3097	0.6549	-0.3648	59.8569	350.7536	343.329	0.1857	0.7424	-0.3682	48.8333	9.6549	293.6527	-0.2754	0.3939	1.9659	True	True	-0.0149	-0.0021	0.0222	-0.1401	0.2018	0.9694	52	52	0.6014	0.5398	0	0.6014	0.5398	0	-0.1476	0.2013	-0.9684	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.319998	0.3765	1.4968	-0.3606	6.2316	4.3165	344.8516	0.3132	0.639	-0.3496	57.3581	348.7907	341.5927	0.1921	0.7516	-0.3575	44.1673	11.935	295.2569	-0.3205	0.3631	1.9654	True	True	-0.0263	-0.003	0.021	-0.1685	0.1643	0.9719	52	52	0.6001	0.571	0	0.6001	0.571	0	-0.1813	0.163	-0.9698	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.339998	0.3907	1.4725	-0.357	7.0313	5.2676	343.3994	0.3154	0.6264	-0.3406	56.1867	348.5634	341.3413	0.1947	0.7554	-0.3533	41.6777	12.8589	295.4337	-0.4169	0.09	1.9577	True	True	0.0353	-0.0041	0.0195	-0.2635	-0.0363	0.964	52	52	0.5978	0.5865	0	0.5978	0.5865	0	-0.2482	-0.0385	-0.9679	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.359998	0.4203	1.4194	-0.3492	8.5976	6.6548	340.94	0.3201	0.6066	-0.3217	53.8525	347.3045	338.7213	0.1981	0.7592	-0.3472	38.049	16.472	294.7345	-0.5097	0.2166	1.9345	True	True	-0.0269	-0.0039	0.0225	-0.274	0.1934	0.9421	52	52	0.5708	0.5952	0	0.5708	0.5952	0	-0.2866	0.1916	-0.9387	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.379997	0.4368	1.3872	-0.3454	8.8275	7.7804	339.4153	0.3217	0.5963	-0.3127	51.5411	345.9446	337.4724	0.199	0.7571	-0.3475	37.6169	19.7129	293.7939	-0.4719	0.244	1.945	True	True	-0.0268	-0.0033	0.0223	-0.2052	0.1397	0.9687	52	52	0.5824	0.5853	0	0.5824	0.5853	0	-0.2183	0.1382	-0.9661	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.399997	0.4495	1.3525	-0.3436	9.0617	9.3208	337.4189	0.3234	0.5886	-0.3038	48.3795	344.4046	337.5882	0.2005	0.7561	-0.3467	36.8571	22.0157	293.4312	-0.454	0.2587	1.9511	True	True	-0.0268	-0.0033	0.0223	-0.2052	0.1397	0.9687	52	52	0.5824	0.5853	0	0.5824	0.5853	0	-0.2183	0.1382	-0.9661	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.419997	0.4707	1.2836	-0.3416	12.1564	11.4443	332.5946	0.3277	0.5655	-0.2879	41.7999	343.7958	342.0503	0.2042	0.7462	-0.3479	35.5586	26.9884	294.0349	-0.4479	0.2262	1.9584	True	True	-0.0271	-0.0032	0.0223	-0.2075	0.0985	0.9733	52	52	0.5745	0.5861	0	0.5745	0.5861	0	-0.2207	0.0971	-0.9705	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.439997	0.4809	1.2504	-0.3407	14.6718	11.4657	330.878	0.3313	0.5515	-0.2807	38.3922	345.1467	345.7589	0.2063	0.7389	-0.3479	33.5683	28.9328	294.2366	-0.463	0.2317	1.9523	True	True	0.0329	-0.0027	0.0251	-0.2548	0.1202	0.9595	52	52	0.5492	0.5719	0	0.5492	0.5719	0	-0.2413	0.12	-0.963	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.459997	0.4971	1.1899	-0.3395	18.1573	12.0763	328.2182	0.3412	0.5182	-0.2687	35.1756	350.8606	348.3699	0.2088	0.7206	-0.3457	29.8966	31.4932	294.4678	-0.5557	0.2587	1.9331	True	True	-0.0289	-0.0019	0.0228	-0.2971	0.1479	0.9433	52	52	0.5148	0.5455	0	0.5148	0.5455	0	-0.3104	0.147	-0.9392	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.479997	0.5033	1.1603	-0.3401	19.4862	12.3244	327.2508	0.3463	0.5	-0.2653	34.8935	354	346.5582	0.2077	0.705	-0.3446	30.3695	29.8183	293.1707	-0.6126	0.2622	1.9201	True	True	-0.0295	-0.0009	0.023	-0.312	0.1337	0.9406	52	52	0.4954	0.5209	0	0.4954	0.5209	0	-0.3254	0.1331	-0.9361	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.499997	0.5106	1.1157	-0.3414	20.5051	11.2794	325.5517	0.3546	0.4648	-0.262	35.6913	357.8694	343.305	0.2053	0.6816	-0.3423	31.4434	29.0471	290.2471	-0.6091	0.5963	1.8399	True	True	-0.0311	-0.0005	0.0245	-0.2876	0.3984	0.8709	52	52	0.4523	0.4737	0	0.4523	0.4737	0	-0.3009	0.3981	-0.8666	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.519997	0.5155	1.0937	-0.3424	20.4345	10.4522	324.3475	0.3561	0.4448	-0.2639	38.4497	357.0016	343.0412	0.2001	0.6695	-0.3413	33.467	28.7314	286.439	-0.6726	0.7392	1.7712	True	True	-0.0312	-0.0002	0.0249	-0.3428	0.4126	0.844	52	52	0.442	0.4631	0	0.442	0.4631	0	-0.3266	0.3786	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.539997	0.5193	1.0758	-0.344	20.4628	10.2313	323.5148	0.3583	0.4285	-0.2629	39.077	357.8485	343.3459	0.1971	0.6609	-0.3399	33.4535	29.4622	285.1557	-0.6214	0.8078	1.7613	True	True	-0.0313	-0.0001	0.0249	-0.2718	0.4247	0.8636	52	52	0.4485	0.4571	0	0.4485	0.4571	0	-0.2787	0.4151	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.559997	0.5241	1.0499	-0.3468	20.5775	11.2135	322.5286	0.3607	0.4016	-0.2611	38.9207	1.4649	344.0608	0.1937	0.6468	-0.3361	31.5846	28.1823	284.7288	-0.6313	0.8154	1.7524	True	True	-0.0309	0	0.0246	-0.3043	0.4102	0.8597	52	52	0.4552	0.4576	0	0.4552	0.4576	0	-0.306	0.3954	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.579997	0.525	1.0403	-0.3486	20.6026	11.875	322.3606	0.3624	0.3923	-0.2594	39.4204	3.8903	343.4263	0.1928	0.6401	-0.3345	31.334	27.5196	284.6385	-0.6203	0.8163	1.7505	True	True	-0.0064	0.0005	0.0256	-0.302	0.4082	0.8615	52	52	0.4572	0.4543	0	0.4572	0.4543	0	-0.299	0.4008	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.599997	0.5264	1.0287	-0.351	21.1882	12.5231	322.0971	0.3642	0.3832	-0.2572	40.4652	7.1533	339.0504	0.1914	0.6313	-0.3329	32.1422	28.0142	286.1258	-0.6255	0.7946	1.7491	True	True	0.0288	0.0007	0.0269	-0.3295	0.3888	0.8604	52	52	0.4463	0.4745	0	0.4463	0.4745	0	-0.316	0.3875	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.619997	0.5274	1.0279	-0.3516	21.5438	12.4942	322.2684	0.3645	0.3819	-0.2568	40.6619	7.2951	336.827	0.1902	0.628	-0.333	32.4303	28.2493	286.0847	-0.6367	0.7709	1.7513	True	True	0.0275	0.0008	0.027	-0.3371	0.3756	0.8633	52	52	0.4395	0.4752	0	0.4395	0.4752	0	-0.3272	0.3781	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.639997	0.5282	1.0339	-0.3517	21.5342	12.5506	322.5966	0.362	0.3795	-0.2567	41.4278	7.8722	335.7697	0.1857	0.6261	-0.3325	34.3049	29.385	283.3599	-0.6375	0.7559	1.7568	True	True	0.0228	0.0009	0.0271	-0.3305	0.3712	0.8677	52	52	0.4322	0.4697	0	0.4322	0.4697	0	-0.3232	0.3744	-0.8691	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.659997	0.528	1.0389	-0.3517	21.2747	12.7707	323.1337	0.3592	0.3815	-0.2571	42.0605	7.8457	336.6841	0.1845	0.6287	-0.333	34.7775	29.5756	282.3504	-0.6216	0.7554	1.7636	True	True	0.0183	0.0009	0.0271	-0.312	0.377	0.8721	52	52	0.4277	0.4636	0	0.4277	0.4636	0	-0.3062	0.38	-0.8728	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.679997	0.526	1.0576	-0.3508	20.8269	13.1945	324.9293	0.3535	0.3885	-0.2603	44.2905	6.9681	338.9814	0.1841	0.636	-0.3338	34.4643	30.5913	282.2097	-0.639	0.7445	1.7612	True	True	0.0254	0.0008	0.0271	-0.3403	0.3669	0.8658	52	52	0.4323	0.4705	0	0.4323	0.4705	0	-0.3321	0.3702	-0.8675	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.699997	0.525	1.07	-0.3498	20.3126	13.2978	326.0146	0.3511	0.3942	-0.2625	45.4565	6.5102	340.231	0.1851	0.6425	-0.3345	33.953	30.4886	283.3323	-0.6518	0.7298	1.7619	True	True	0.0261	0.0006	0.0269	-0.3449	0.3576	0.8679	52	52	0.4331	0.4755	0	0.4331	0.4755	0	-0.3365	0.3608	-0.8698	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.719997	0.5235	1.0843	-0.3486	19.5347	13.2919	326.8959	0.3492	0.402	-0.2649	46.3219	5.7529	340.6625	0.1861	0.6494	-0.3349	33.889	30.3973	283.7615	-0.657	0.7367	1.7574	True	True	0.0237	0.0004	0.0268	-0.3429	0.3713	0.8629	52	52	0.4321	0.4751	0	0.4321	0.4751	0	-0.3336	0.3724	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.739997	0.5198	1.1136	-0.3461	17.6382	12.8908	328.2345	0.3451	0.4194	-0.2682	47.4352	3.6224	339.3676	0.1852	0.6641	-0.3364	34.4142	29.7605	285.9533	-0.6732	0.7506	1.7465	True	True	0.0185	0.0001	0.0265	-0.3534	0.3816	0.8541	52	52	0.4371	0.4803	0	0.4371	0.4803	0	-0.3356	0.3706	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.759997	0.5177	1.1302	-0.3447	16.7105	12.3733	328.8022	0.3438	0.4313	-0.2699	47.7753	2.5824	338.0187	0.1835	0.671	-0.3371	34.919	29.2975	286.1212	-0.6945	0.7704	1.7311	True	True	0.0115	-0.0004	0.0261	-0.3626	0.3943	0.8444	52	52	0.4425	0.486	0	0.4425	0.486	0	-0.3361	0.3702	-0.866	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.779997	0.5137	1.1635	-0.3423	15.3157	11.3193	329.8311	0.3421	0.4532	-0.2717	48.6857	2.091	335.2611	0.1784	0.6825	-0.3384	36.3576	28.3404	285.3737	-0.7628	0.4498	1.7809	True	True	-0.0303	-0.0003	0.0237	-0.3928	0.1146	0.9125	52	52	0.4605	0.5084	0	0.4605	0.5084	0	-0.4057	0.1143	-0.9068	0
Boxe_EPreN4_2D_Testing_N1_S8_D	3.799997	0.5112	1.1819	-0.3413	14.8495	10.8584	330.3825	0.3415	0.4644	-0.2724	49.157	2.6116	334.6217	0.1757	0.688	-0.3391	37.5828	27.691	284.6439	-0.7274	0.3288	1.8225	True	True	0.0301	0	0.0257	-0.3609	0.1205	0.9248	52	52	0.4729	0.5159	0	0.4729	0.5159	0	-0.3505	0.1216	-0.9286	0
