time(100ns);time_stamp(ms);time(UnityVideoPlayer);frame;eye_valid_L;eye_valid_R;openness_L;openness_R;pupil_diameter_L(mm);pupil_diameter_R(mm);pos_sensor_L.x;pos_sensor_L.y;pos_sensor_R.x;pos_sensor_R.y;gaze_origin_L.x(mm);gaze_origin_L.y(mm);gaze_origin_L.z(mm);gaze_origin_R.x(mm);gaze_origin_R.y(mm);gaze_origin_R.z(mm);gaze_direct_L.x;gaze_direct_L.y;gaze_direct_L.z;gaze_direct_R.x;gaze_direct_R.y;gaze_direct_R.z;gaze_sensitive;frown_L;frown_R;squeeze_L;squeeze_R;wide_L;wide_R;distance_valid_C;distance_C(mm);track_imp_cnt;helmet_pos_x;helmet_pos_y;helmet_pos_z;helmet_rot_x;helmet_rot_y;helmet_rot_z
638342794003117311;-1512415545;0.27;88165;31;31;0.9382464;0.9997936;3.411911;3.544357;0.3679253;0.6313532;0.4206654;0.6509505;38.66681;1.941635;-38.19606;-31.05109;0.9096069;-36.3201;0.06697083;-0.1391296;0.9879913;0.06539917;-0.1498566;0.9865265;0.007;0;0;0;0;0;0;False;0;0;0.9643;1.1813;0.5545;4.2244;353.5896;2.9056
638342794003197100;-1512415537;0.30;88166;31;31;0.9382464;0.9997936;3.416885;3.50148;0.3677244;0.6318782;0.4216315;0.6501591;38.64185;1.987045;-38.31877;-31.06808;0.9757996;-36.50729;0.07409668;-0.1449127;0.9866638;0.0620575;-0.1472931;0.9871368;0.007;0;0;0;0;0;0;False;0;0;0.9641;1.1813;0.5546;4.3128;353.5546;2.8833
638342794003286861;-1512415528;0.30;88167;31;31;0.9367694;0.9948861;3.395844;3.450668;0.3685533;0.6316923;0.4221407;0.6494247;38.63289;1.885208;-38.00607;-31.07838;1.017761;-36.64169;0.0728302;-0.1415863;0.9872284;0.06033325;-0.1431885;0.9878387;0.007;0;0;0;0;0;0;False;0;0;0.9639;1.1811;0.5545;4.4140;353.5446;2.8580
638342794003366642;-1512415520;0.30;88168;31;31;0.9371818;0.9949215;3.307098;3.429062;0.3688048;0.6313029;0.4227686;0.6498584;38.59492;2.27272;-39.06612;-31.09074;1.043503;-36.72067;0.07504272;-0.1577148;0.9846191;0.05865479;-0.1463776;0.9874725;0.007;0;0;0;0;0;0;False;0;0;0.9639;1.1811;0.5545;4.4140;353.5446;2.8580
638342794003446430;-1512415512;0.30;88169;31;31;0.9302676;0.9972491;3.315109;3.415726;0.3699448;0.6305432;0.4234006;0.6496274;38.58188;2.267426;-39.05159;-31.10178;1.085083;-36.8343;0.07058716;-0.1521912;0.9858093;0.05659485;-0.1465912;0.9875641;0.007;0;0;0;0;0;0;False;0;0;0.9638;1.1809;0.5543;4.5315;353.5395;2.8047
638342794003536188;-1512415503;0.33;88170;31;31;0.9302676;0.9972491;3.30574;3.456146;0.3692851;0.6314361;0.4227568;0.6482933;38.57831;2.255798;-39.017;-31.09912;1.040207;-36.6315;0.07635498;-0.1580353;0.9844666;0.06143188;-0.141922;0.9879608;0.007;0;0;0;0;0;0;False;0;0;0.9637;1.1807;0.5542;4.6366;353.5687;2.7556
638342794003615977;-1512415495;0.33;88171;31;31;0.9373025;0.9803494;3.288803;3.440643;0.3702965;0.6310441;0.4233768;0.6476803;38.57265;2.246902;-38.97038;-31.117;1.124817;-36.87465;0.07121277;-0.1567841;0.9850464;0.0605011;-0.1405029;0.9882202;0.007;0;0;0;0;0;0;False;0;0;0.9635;1.1806;0.5540;4.7215;353.5891;2.6964
638342794003695754;-1512415487;0.33;88172;31;31;0.9373025;0.9803494;3.315369;3.379028;0.3705801;0.6301279;0.4228881;0.6466884;38.57877;1.823288;-37.76228;-31.12433;1.185532;-36.98405;0.07525635;-0.1339722;0.9881134;0.06462097;-0.140976;0.9878998;0.007;0;0;0;0;0;0;False;0;0;0.9635;1.1806;0.5540;4.7215;353.5891;2.6964
638342794003785525;-1512415478;0.33;88173;31;31;0.9354056;0.9999236;3.23645;3.375275;0.3713764;0.6290748;0.4239876;0.6464809;38.57141;1.927841;-37.99559;-31.11559;1.177307;-36.88985;0.07086182;-0.1361237;0.9881439;0.05577087;-0.1445923;0.987915;0.007;0;0;0;0;0;0;False;0;0;0.9634;1.1805;0.5540;4.7414;353.6156;2.6398
638342794003865299;-1512415470;0.37;88174;31;31;0.9354056;0.9999236;3.287857;3.34581;0.3717758;0.627754;0.4240852;0.6457638;38.57721;1.951965;-37.99673;-31.10947;1.189102;-36.85597;0.0662384;-0.1327209;0.9889221;0.05368042;-0.1453857;0.987915;0.007;0;0;0;0;0;0;False;0;0;0.9633;1.1805;0.5539;4.7389;353.6633;2.5916
638342794003945097;-1512415462;0.37;88175;31;31;1;1;3.310791;3.401291;0.3711999;0.6267059;0.4254472;0.6460409;38.58414;1.938522;-37.91795;-31.09882;1.176346;-36.78586;0.06900024;-0.1278229;0.9893799;0.04284668;-0.1488342;0.9879303;0.007;0;0;0;0;0.08035175;0.08035175;False;0;0;0.9631;1.1805;0.5538;4.7073;353.6922;2.5145
638342794004034855;-1512415453;0.37;88176;31;31;1;1;3.230972;3.36615;0.3713168;0.6268994;0.4229967;0.6453009;38.58932;1.964966;-37.97435;-31.08977;1.174438;-36.7571;0.06707764;-0.1321716;0.9889526;0.05665588;-0.1459351;0.9876556;0.007;0;0;0;0;0.08670514;0.08670514;False;0;0;0.9631;1.1805;0.5538;4.7073;353.6922;2.5145
638342794004114644;-1512415445;0.37;88177;31;31;1;1;3.244217;3.402405;0.3700913;0.6266859;0.4219155;0.6437867;38.59851;1.961044;-37.95766;-31.07762;1.151184;-36.68567;0.07344055;-0.1308441;0.988678;0.0614624;-0.1358643;0.9888153;0.007;0;0;0;0;0.05975135;0.05975135;False;0;0;0.9629;1.1806;0.5536;4.6745;353.7121;2.4064
638342794004194428;-1512415437;0.40;88178;31;31;1;1;3.22879;3.353027;0.3707564;0.626596;0.4217641;0.6444956;38.60393;1.986633;-38.04633;-31.06993;1.140579;-36.658;0.06681824;-0.1301117;0.9892426;0.06037903;-0.1401215;0.9882813;0.007;0;0;0;0;0.04528593;0.04528593;False;0;0;0.9627;1.1805;0.5532;4.6627;353.7192;2.2889
638342794004284192;-1512415428;0.40;88179;31;31;1;1;3.211487;3.354431;0.3697719;0.6267002;0.421353;0.6451514;38.60504;2.022156;-38.17786;-31.06418;1.129333;-36.6387;0.07286072;-0.1300354;0.9888153;0.06173706;-0.1429749;0.987793;0.007;0;0;0;0;0.05932687;0.05932687;False;0;0;0.9624;1.1805;0.5530;4.6668;353.7083;2.1890
638342794004363977;-1512415420;0.40;88180;31;31;1;1;3.190216;3.351685;0.3699172;0.6265947;0.421161;0.6440277;38.60439;2.014572;-38.16084;-31.06429;1.130142;-36.63052;0.0723114;-0.1287537;0.9890289;0.06312561;-0.1367035;0.9885864;0.007;0;0;0;0;0.06686229;0.06686229;False;0;0;0.9624;1.1805;0.5530;4.6668;353.7083;2.1890
638342794004453736;-1512415412;0.40;88181;31;31;1;1;3.16861;3.326111;0.3698744;0.6267002;0.4219904;0.6438949;38.60484;2.006989;-38.14381;-31.06427;1.137833;-36.60168;0.07276917;-0.1289673;0.9889679;0.05767822;-0.1399078;0.9884796;0.007;0;0;0;0;0.07854992;0.07854992;False;0;0;0.9622;1.1805;0.5530;4.6318;353.6984;2.1568
638342794004533523;-1512415403;0.43;88182;31;31;1;1;3.135345;3.313309;0.3702977;0.6262698;0.4220477;0.6426849;38.60399;1.99321;-38.04346;-31.06375;1.175644;-36.64047;0.07096863;-0.1302795;0.9889221;0.05700684;-0.1384735;0.9887238;0.007;0;0;0;0;0.08482238;0.08482238;False;0;0;0.9619;1.1807;0.5528;4.5594;353.6941;2.1220
638342794004613324;-1512415395;0.43;88183;31;31;1;1;3.131592;3.306763;0.3699127;0.6256196;0.421378;0.6419756;38.60426;1.988159;-37.99156;-31.06265;1.207642;-36.67911;0.07411194;-0.1284637;0.9889374;0.06092834;-0.1385956;0.9884644;0.007;0;0;0;0;0.07696643;0.07696643;False;0;0;0.9617;1.1808;0.5526;4.4628;353.6737;2.0850
638342794004703068;-1512415387;0.43;88184;31;31;1;1;3.135361;3.293381;0.3727365;0.6243564;0.4234648;0.6414145;38.57092;2.019928;-38.0004;-31.09988;1.317581;-36.9536;0.06288147;-0.1271515;0.9898834;0.05491638;-0.1412964;0.9884338;0.007;0;0;0;0;0.07254606;0.07254606;False;0;0;0.9617;1.1808;0.5526;4.4628;353.6737;2.0850
638342794004782857;-1512415378;0.43;88185;31;31;1;1;3.126999;3.23941;0.3779102;0.621716;0.4296876;0.6371971;38.461;2.268326;-38.6599;-31.19861;1.397263;-37.03268;0.05157471;-0.1224213;0.9911346;0.03764343;-0.1282654;0.9910126;0.007;0;0;0;0;0.04892781;0.04892781;False;0;0;0.9614;1.1808;0.5525;4.3678;353.6368;2.0732
638342794004862643;-1512415370;0.47;88186;31;31;1;1;3.173538;3.223816;0.382918;0.6197739;0.4329612;0.6363304;38.36174;2.470825;-39.11127;-31.25124;1.480194;-37.11888;0.03947449;-0.126297;0.9911957;0.02851868;-0.1361542;0.9902649;0.007;0;0;0;0;0.03625249;0.03625249;False;0;0;0.9611;1.1808;0.5523;4.3436;353.6048;2.0729
638342794004952406;-1512415362;0.47;88187;31;31;0.9432579;0.9940582;3.137741;3.307602;0.3887988;0.6122915;0.4364738;0.6291594;38.25766;2.731049;-39.57193;-31.31944;1.578476;-37.21497;0.0241394;-0.1065216;0.9940033;0.02244568;-0.1065521;0.9940491;0.007;0;0;0;0;0;0;False;0;0;0.9610;1.1807;0.5519;4.3599;353.5758;2.0796
638342794005032191;-1512415353;0.47;88188;31;31;0.9432579;0.9940582;3.033463;3.3022;0.3927119;0.60895;0.4390456;0.6245983;38.21196;2.742676;-39.47707;-31.36018;1.542557;-36.93367;0.01034546;-0.09396362;0.9955139;0.01670837;-0.08917236;0.9958649;0.007;0;0;0;0;0;0;False;0;0;0.9610;1.1807;0.5519;4.3599;353.5758;2.0796
638342794005121949;-1512415345;0.47;88189;31;31;0.9425603;0.9753507;3.045547;3.19632;0.3939575;0.6081434;0.4413631;0.6235061;38.19701;2.780289;-39.53232;-31.37952;1.569183;-36.97084;0.005157471;-0.09378052;0.995575;0.00553894;-0.08666992;0.9962158;0.007;0;0;0;0;0;0;False;0;0;0.9609;1.1806;0.5515;4.4340;353.5383;2.1190
638342794005201737;-1512415337;0.50;88190;31;31;0.9425603;0.9753507;3.059082;3.163422;0.393433;0.6082643;0.4412095;0.6241943;38.20714;2.785995;-39.53377;-31.39244;1.60141;-37.08028;0.006057739;-0.09591675;0.9953613;0.009017944;-0.09112549;0.9957886;0.007;0;0;0;0;0;0;False;0;0;0.9610;1.1803;0.5510;4.4940;353.5204;2.1464
638342794005281526;-1512415328;0.50;88191;31;31;0.9503339;0.9725311;3.048325;3.179916;0.3933924;0.60766;0.4411041;0.6235272;38.21674;2.795563;-39.5537;-31.39316;1.589844;-37.04576;0.003875732;-0.09272766;0.9956818;0.01013184;-0.08648682;0.9961853;0.007;0;0;0;0;0;0;False;0;0;0.9610;1.1803;0.5510;4.4940;353.5204;2.1464
638342794005371282;-1512415320;0.50;88192;31;31;0.9503339;0.9725311;3.048279;3.158569;0.3920082;0.6073458;0.4418504;0.6232435;38.22311;2.801041;-39.54958;-31.39252;1.562134;-36.94194;0.01210022;-0.09230042;0.9956512;0.005386353;-0.08570862;0.9962921;0.007;0;0;0;0;0;0;False;0;0;0.9609;1.1801;0.5506;4.5594;353.4912;2.1891
